Model,MSO58 
Channel,CH1,,Channel,CH2,,Channel,CH8 
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,DIGITAL 
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s 
Sample Interval,4.00000000e-09,,Sample Interval,4.00000000e-09,,Sample Interval,4.00000000e-09 
Record Length,16056,,Record Length,16056,,Record Length,16056 
Zero Index,53.96000000,,Zero Index,53.96000000,,Zero Index,53.96000000 
Vertical Units,V,,Vertical Units,V,,Vertical Units,None 
,,,,,,, 
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,, 
 
TIME,CH1,CH2,CH8_D7,CH8_D6,CH8_D5,CH8_D4,CH8_D3,CH8_D2,CH8_D1,CH8_D0 
5.44816000e-06,5.09375000e-02,7.84375000e-02,0,0,0,1,0,0,0,0
5.45216000e-06,-1.85625000e-01,1.72812500e-01,0,0,0,1,0,0,0,0
5.45616000e-06,-7.12500000e-02,5.24062500e-01,0,0,0,1,0,0,0,0
5.46016000e-06,2.37187500e-01,1.97562500e+00,0,0,0,1,0,0,0,0
5.46416000e-06,-1.60937500e-01,3.40218750e+00,0,0,0,1,0,0,0,0
5.46816000e-06,5.87500000e-02,3.38625000e+00,0,0,0,1,0,0,0,0
5.47216000e-06,3.86875000e-01,2.77875000e+00,0,0,0,1,0,0,0,0
5.47616000e-06,-1.29062500e-01,3.11343750e+00,0,0,0,1,0,0,0,0
5.48016000e-06,-7.50000000e-03,3.51875000e-01,1,0,0,0,0,0,0,0
5.48416000e-06,2.85625000e-01,-7.78125000e-02,1,0,0,0,0,0,0,0
5.48816000e-06,9.40625000e-02,-9.03125000e-02,1,0,0,0,0,0,0,0
5.49216000e-06,-1.64062500e-01,6.41875000e-01,1,0,0,0,0,0,0,0
5.49616000e-06,3.75000000e-01,2.60937500e-01,1,0,0,0,0,0,0,0
5.50016000e-06,-6.59375000e-02,3.27625000e+00,1,0,0,0,0,0,0,0
5.50416000e-06,3.71875000e-02,3.30875000e+00,1,0,0,0,0,0,0,0
5.50816000e-06,3.14375000e-01,3.11500000e+00,1,0,0,0,0,0,0,0
5.51216000e-06,7.31250000e-02,2.90906250e+00,1,0,0,0,0,0,0,0
5.51616000e-06,-1.62500000e-01,9.64687500e-01,0,0,0,1,0,0,0,0
5.52016000e-06,2.30625000e-01,-4.75000000e-02,0,0,0,1,0,0,0,0
5.52416000e-06,1.50000000e-02,-4.84375000e-02,0,0,0,1,0,0,0,0
5.52816000e-06,-2.92500000e-01,5.96875000e-01,0,0,0,1,0,0,0,0
5.53216000e-06,2.59062500e-01,1.77812500e-01,0,0,0,1,0,0,0,0
5.53616000e-06,2.28125000e-02,3.18781250e+00,0,0,0,1,0,0,0,0
5.54016000e-06,-1.28125000e-01,3.34000000e+00,0,0,0,1,0,0,0,0
5.54416000e-06,7.96875000e-02,3.40031250e+00,0,0,0,1,0,0,0,0
5.54816000e-06,1.88437500e-01,2.78968750e+00,0,0,0,1,0,0,0,0
5.55216000e-06,-2.07500000e-01,2.09187500e+00,0,0,0,0,0,0,0,0
5.55616000e-06,1.36562500e-01,-3.28125000e-02,1,0,0,0,0,0,0,0
5.56016000e-06,-1.59375000e-02,4.56250000e-02,1,0,0,0,0,0,0,0
5.56416000e-06,-3.55312500e-01,4.70000000e-01,1,0,0,0,0,0,0,0
5.56816000e-06,6.15625000e-02,3.77187500e-01,1,0,0,0,0,0,0,0
5.57216000e-06,1.38125000e-01,2.67406250e+00,1,0,0,0,0,0,0,0
5.57616000e-06,-2.57812500e-01,3.44687500e+00,1,0,0,0,0,0,0,0
5.58016000e-06,1.28125000e-02,3.44375000e+00,1,0,0,0,0,0,0,0
5.58416000e-06,2.89687500e-01,2.76875000e+00,1,0,0,0,0,0,0,0
5.58816000e-06,-3.11875000e-01,3.24718750e+00,1,0,0,0,0,0,0,0
5.59216000e-06,6.59375000e-02,8.15625000e-02,0,0,0,1,0,0,0,0
5.59616000e-06,8.62500000e-02,6.18750000e-02,0,0,0,1,0,0,0,0
5.60016000e-06,-1.44375000e-01,1.34687500e-01,0,0,0,1,0,0,0,0
5.60416000e-06,-8.46875000e-02,5.41562500e-01,0,0,0,1,0,0,0,0
5.60816000e-06,2.36875000e-01,1.67375000e+00,0,0,0,1,0,0,0,0
5.61216000e-06,-1.59375000e-01,3.41875000e+00,0,0,0,1,0,0,0,0
5.61616000e-06,7.90625000e-02,3.34687500e+00,0,0,0,1,0,0,0,0
5.62016000e-06,3.95000000e-01,2.83062500e+00,0,0,0,1,0,0,0,0
5.62416000e-06,-8.65625000e-02,3.06781250e+00,0,0,0,1,0,0,0,0
5.62816000e-06,6.56250000e-03,3.88750000e-01,1,0,0,0,0,0,0,0
5.63216000e-06,2.85312500e-01,-8.43750000e-02,1,0,0,0,0,0,0,0
5.63616000e-06,1.06875000e-01,-9.06250000e-02,1,0,0,0,0,0,0,0
5.64016000e-06,-1.78437500e-01,6.51250000e-01,1,0,0,0,0,0,0,0
5.64416000e-06,3.74687500e-01,2.78125000e-01,1,0,0,0,0,0,0,0
5.64816000e-06,-6.59375000e-02,3.27500000e+00,1,0,0,0,0,0,0,0
5.65216000e-06,3.81250000e-02,3.31250000e+00,1,0,0,0,0,0,0,0
5.65616000e-06,2.99687500e-01,3.11750000e+00,1,0,0,0,0,0,0,0
5.66016000e-06,7.31250000e-02,2.89375000e+00,1,0,0,0,0,0,0,0
5.66416000e-06,-1.55937500e-01,9.42812500e-01,0,0,0,1,0,0,0,0
5.66816000e-06,2.29375000e-01,-5.21875000e-02,0,0,0,1,0,0,0,0
5.67216000e-06,3.28125000e-02,-5.25000000e-02,0,0,0,1,0,0,0,0
5.67616000e-06,-2.79062500e-01,6.09375000e-01,0,0,0,1,0,0,0,0
5.68016000e-06,2.62812500e-01,1.63437500e-01,0,0,0,1,0,0,0,0
5.68416000e-06,3.78125000e-02,3.10343750e+00,0,0,0,1,0,0,0,0
5.68816000e-06,-1.79062500e-01,3.36906250e+00,0,0,0,1,0,0,0,0
5.69216000e-06,6.56250000e-02,3.44375000e+00,0,0,0,1,0,0,0,0
5.69616000e-06,1.83437500e-01,2.79937500e+00,0,0,0,1,0,0,0,0
5.70016000e-06,-2.59687500e-01,2.37750000e+00,0,0,0,0,0,0,0,0
5.70416000e-06,1.30625000e-01,-4.06250000e-02,1,0,0,0,0,0,0,0
5.70816000e-06,-3.96875000e-02,6.34375000e-02,1,0,0,0,0,0,0,0
5.71216000e-06,-3.61250000e-01,4.25000000e-01,1,0,0,0,0,0,0,0
5.71616000e-06,4.68750000e-02,3.91562500e-01,1,0,0,0,0,0,0,0
5.72016000e-06,1.56562500e-01,2.52750000e+00,1,0,0,0,0,0,0,0
5.72416000e-06,-2.60312500e-01,3.44593750e+00,1,0,0,0,0,0,0,0
5.72816000e-06,4.62500000e-02,3.42343750e+00,1,0,0,0,0,0,0,0
5.73216000e-06,3.28437500e-01,2.77375000e+00,1,0,0,0,0,0,0,0
5.73616000e-06,-2.87187500e-01,3.23031250e+00,1,0,0,0,0,0,0,0
5.74016000e-06,3.62500000e-02,6.03125000e-02,0,0,0,1,0,0,0,0
5.74416000e-06,7.09375000e-02,5.93750000e-02,0,0,0,1,0,0,0,0
5.74816000e-06,-1.20937500e-01,1.20000000e-01,0,0,0,1,0,0,0,0
5.75216000e-06,-9.12500000e-02,5.36562500e-01,0,0,0,1,0,0,0,0
5.75616000e-06,2.47812500e-01,1.73000000e+00,0,0,0,1,0,0,0,0
5.76016000e-06,-1.62812500e-01,3.40156250e+00,0,0,0,1,0,0,0,0
5.76416000e-06,6.12500000e-02,3.38250000e+00,0,0,0,1,0,0,0,0
5.76816000e-06,3.96250000e-01,2.82093750e+00,0,0,0,1,0,0,0,0
5.77216000e-06,-7.87500000e-02,3.05531250e+00,0,0,0,1,0,0,0,0
5.77616000e-06,1.87500000e-03,3.97187500e-01,1,0,0,0,0,0,0,0
5.78016000e-06,2.87500000e-01,-8.53125000e-02,1,0,0,0,0,0,0,0
5.78416000e-06,1.12812500e-01,-9.40625000e-02,1,0,0,0,0,0,0,0
5.78816000e-06,-1.91875000e-01,6.40625000e-01,1,0,0,0,0,0,0,0
5.79216000e-06,3.84687500e-01,1.61875000e-01,1,0,0,0,0,0,0,0
5.79616000e-06,-4.00000000e-02,3.26781250e+00,1,0,0,0,0,0,0,0
5.80016000e-06,1.81250000e-02,3.30593750e+00,1,0,0,0,0,0,0,0
5.80416000e-06,2.69375000e-01,3.17250000e+00,1,0,0,0,0,0,0,0
5.80816000e-06,6.59375000e-02,2.87500000e+00,1,0,0,0,0,0,0,0
5.81216000e-06,-1.61250000e-01,1.11187500e+00,0,0,0,1,0,0,0,0
5.81616000e-06,2.18750000e-01,-6.68750000e-02,0,0,0,1,0,0,0,0
5.82016000e-06,8.75000000e-03,-3.81250000e-02,0,0,0,1,0,0,0,0
5.82416000e-06,-3.16875000e-01,6.09062500e-01,0,0,0,1,0,0,0,0
5.82816000e-06,2.37812500e-01,2.23125000e-01,0,0,0,1,0,0,0,0
5.83216000e-06,2.78125000e-02,3.08375000e+00,0,0,0,1,0,0,0,0
5.83616000e-06,-2.14375000e-01,3.37375000e+00,0,0,0,1,0,0,0,0
5.84016000e-06,5.62500000e-02,3.47593750e+00,0,0,0,1,0,0,0,0
5.84416000e-06,2.05312500e-01,2.77406250e+00,0,0,0,1,0,0,0,0
5.84816000e-06,-2.44062500e-01,2.34000000e+00,0,0,0,0,0,0,0,0
5.85216000e-06,1.01875000e-01,-3.09375000e-02,1,0,0,0,0,0,0,0
5.85616000e-06,-3.71875000e-02,6.21875000e-02,1,0,0,0,0,0,0,0
5.86016000e-06,-3.36562500e-01,4.30937500e-01,1,0,0,0,0,0,0,0
5.86416000e-06,4.18750000e-02,3.99062500e-01,1,0,0,0,0,0,0,0
5.86816000e-06,1.59062500e-01,2.52875000e+00,1,0,0,0,0,0,0,0
5.87216000e-06,-2.38437500e-01,3.42562500e+00,1,0,0,0,0,0,0,0
5.87616000e-06,3.53125000e-02,3.42968750e+00,1,0,0,0,0,0,0,0
5.88016000e-06,3.31250000e-01,2.76625000e+00,1,0,0,0,0,0,0,0
5.88416000e-06,-2.84375000e-01,3.23375000e+00,1,0,0,0,0,0,0,0
5.88816000e-06,2.96875000e-02,7.00000000e-02,0,0,0,1,0,0,0,0
5.89216000e-06,1.03125000e-01,8.09375000e-02,0,0,0,1,0,0,0,0
5.89616000e-06,-9.15625000e-02,7.50000000e-02,0,0,0,1,0,0,0,0
5.90016000e-06,-1.14375000e-01,5.54375000e-01,0,0,0,1,0,0,0,0
5.90416000e-06,2.89687500e-01,1.37062500e+00,0,0,0,1,0,0,0,0
5.90816000e-06,-1.53750000e-01,3.37750000e+00,0,0,0,1,0,0,0,0
5.91216000e-06,8.71875000e-02,3.33812500e+00,0,0,0,1,0,0,0,0
5.91616000e-06,4.14375000e-01,2.86968750e+00,0,0,0,1,0,0,0,0
5.92016000e-06,-5.90625000e-02,3.02218750e+00,0,0,0,1,0,0,0,0
5.92416000e-06,9.06250000e-03,5.26562500e-01,1,0,0,0,0,0,0,0
5.92816000e-06,2.90312500e-01,-9.21875000e-02,1,0,0,0,0,0,0,0
5.93216000e-06,8.46875000e-02,-8.00000000e-02,1,0,0,0,0,0,0,0
5.93616000e-06,-2.08437500e-01,6.54687500e-01,1,0,0,0,0,0,0,0
5.94016000e-06,3.79062500e-01,1.70000000e-01,1,0,0,0,0,0,0,0
5.94416000e-06,-4.40625000e-02,3.26156250e+00,1,0,0,0,0,0,0,0
5.94816000e-06,1.75000000e-02,3.31843750e+00,1,0,0,0,0,0,0,0
5.95216000e-06,2.41562500e-01,3.19687500e+00,1,0,0,0,0,0,0,0
5.95616000e-06,8.40625000e-02,2.88625000e+00,1,0,0,0,0,0,0,0
5.96016000e-06,-1.57500000e-01,1.11937500e+00,0,0,0,1,0,0,0,0
5.96416000e-06,1.73125000e-01,-6.43750000e-02,0,0,0,1,0,0,0,0
5.96816000e-06,1.37500000e-02,-3.90625000e-02,0,0,0,1,0,0,0,0
5.97216000e-06,-3.35625000e-01,6.07812500e-01,0,0,0,1,0,0,0,0
5.97616000e-06,2.21875000e-01,2.27187500e-01,0,0,0,1,0,0,0,0
5.98016000e-06,4.75000000e-02,3.09562500e+00,0,0,0,1,0,0,0,0
5.98416000e-06,-1.95937500e-01,3.38125000e+00,0,0,0,1,0,0,0,0
5.98816000e-06,5.12500000e-02,3.46500000e+00,0,0,0,1,0,0,0,0
5.99216000e-06,2.10312500e-01,2.76593750e+00,0,0,0,1,0,0,0,0
5.99616000e-06,-2.90625000e-01,2.86250000e+00,0,0,0,1,0,0,0,0
6.00016000e-06,9.62500000e-02,1.18750000e-02,1,0,0,0,0,0,0,0
6.00416000e-06,-2.78125000e-02,7.43750000e-02,1,0,0,0,0,0,0,0
6.00816000e-06,-3.19687500e-01,3.39687500e-01,1,0,0,0,0,0,0,0
6.01216000e-06,1.81250000e-02,4.28125000e-01,1,0,0,0,0,0,0,0
6.01616000e-06,2.00937500e-01,2.40437500e+00,1,0,0,0,0,0,0,0
6.02016000e-06,-2.20000000e-01,3.43593750e+00,1,0,0,0,0,0,0,0
6.02416000e-06,5.50000000e-02,3.40656250e+00,1,0,0,0,0,0,0,0
6.02816000e-06,3.47187500e-01,2.75343750e+00,1,0,0,0,0,0,0,0
6.03216000e-06,-2.54687500e-01,3.23312500e+00,1,0,0,0,0,0,0,0
6.03616000e-06,3.87500000e-02,8.34375000e-02,0,0,0,1,0,0,0,0
6.04016000e-06,1.48750000e-01,6.93750000e-02,0,0,0,1,0,0,0,0
6.04416000e-06,-4.65625000e-02,2.59375000e-02,0,0,0,1,0,0,0,0
6.04816000e-06,-1.04375000e-01,5.78437500e-01,0,0,0,1,0,0,0,0
6.05216000e-06,2.81250000e-01,1.51093750e+00,0,0,0,1,0,0,0,0
6.05616000e-06,-1.19375000e-01,3.37000000e+00,0,0,0,1,0,0,0,0
6.06016000e-06,6.71875000e-02,3.33187500e+00,0,0,0,1,0,0,0,0
6.06416000e-06,3.86562500e-01,2.84375000e+00,0,0,0,1,0,0,0,0
6.06816000e-06,-1.87500000e-02,3.01875000e+00,0,0,0,1,0,0,0,0
6.07216000e-06,4.06250000e-03,4.86250000e-01,1,0,0,0,0,0,0,0
6.07616000e-06,3.02812500e-01,-7.81250000e-02,1,0,0,0,0,0,0,0
6.08016000e-06,1.15312500e-01,-9.93750000e-02,1,0,0,0,0,0,0,0
6.08416000e-06,-2.23437500e-01,6.52187500e-01,1,0,0,0,0,0,0,0
6.08816000e-06,3.94062500e-01,1.37500000e-01,1,0,0,0,0,0,0,0
6.09216000e-06,-3.71875000e-02,3.23781250e+00,1,0,0,0,0,0,0,0
6.09616000e-06,5.00000000e-03,3.30093750e+00,1,0,0,0,0,0,0,0
6.10016000e-06,2.28125000e-01,3.22500000e+00,1,0,0,0,0,0,0,0
6.10416000e-06,1.11875000e-01,2.85343750e+00,1,0,0,0,0,0,0,0
6.10816000e-06,-1.44062500e-01,1.34125000e+00,0,0,0,1,0,0,0,0
6.11216000e-06,1.90625000e-01,-5.43750000e-02,0,0,0,1,0,0,0,0
6.11616000e-06,-1.50000000e-02,-2.25000000e-02,0,0,0,1,0,0,0,0
6.12016000e-06,-3.56250000e-01,5.86562500e-01,0,0,0,1,0,0,0,0
6.12416000e-06,1.92187500e-01,2.43750000e-01,0,0,0,1,0,0,0,0
6.12816000e-06,4.78125000e-02,3.01250000e+00,0,0,0,1,0,0,0,0
6.13216000e-06,-2.23750000e-01,3.41437500e+00,0,0,0,1,0,0,0,0
6.13616000e-06,2.93750000e-02,3.46218750e+00,0,0,0,1,0,0,0,0
6.14016000e-06,2.05625000e-01,2.78937500e+00,0,0,0,1,0,0,0,0
6.14416000e-06,-3.02500000e-01,2.84218750e+00,0,0,0,1,0,0,0,0
6.14816000e-06,9.50000000e-02,1.65625000e-02,1,0,0,0,0,0,0,0
6.15216000e-06,-2.65625000e-02,8.46875000e-02,1,0,0,0,0,0,0,0
6.15616000e-06,-3.17187500e-01,3.30937500e-01,1,0,0,0,0,0,0,0
6.16016000e-06,1.34375000e-02,4.41875000e-01,1,0,0,0,0,0,0,0
6.16416000e-06,1.85625000e-01,2.42437500e+00,1,0,0,0,0,0,0,0
6.16816000e-06,-2.26250000e-01,3.42718750e+00,1,0,0,0,0,0,0,0
6.17216000e-06,1.90625000e-02,3.42468750e+00,1,0,0,0,0,0,0,0
6.17616000e-06,3.59062500e-01,2.77250000e+00,1,0,0,0,0,0,0,0
6.18016000e-06,-2.40000000e-01,3.21437500e+00,1,0,0,0,0,0,0,0
6.18416000e-06,3.46875000e-02,1.03750000e-01,0,0,0,1,0,0,0,0
6.18816000e-06,1.40625000e-01,5.56250000e-02,0,0,0,1,0,0,0,0
6.19216000e-06,-6.46875000e-02,1.84375000e-02,0,0,0,1,0,0,0,0
6.19616000e-06,-1.01250000e-01,5.83437500e-01,0,0,0,1,0,0,0,0
6.20016000e-06,3.20937500e-01,1.15406250e+00,0,0,0,1,0,0,0,0
6.20416000e-06,-1.36250000e-01,3.34562500e+00,0,0,0,1,0,0,0,0
6.20816000e-06,5.68750000e-02,3.32937500e+00,0,0,0,1,0,0,0,0
6.21216000e-06,3.96562500e-01,2.91468750e+00,0,0,0,1,0,0,0,0
6.21616000e-06,7.18750000e-03,2.99750000e+00,0,0,0,1,0,0,0,0
6.22016000e-06,-1.40625000e-02,6.45312500e-01,1,0,0,0,0,0,0,0
6.22416000e-06,3.13437500e-01,-1.09375000e-01,1,0,0,0,0,0,0,0
6.22816000e-06,5.81250000e-02,-4.43750000e-02,1,0,0,0,0,0,0,0
6.23216000e-06,-2.26250000e-01,6.43750000e-01,1,0,0,0,0,0,0,0
6.23616000e-06,3.70312500e-01,1.47500000e-01,1,0,0,0,0,0,0,0
6.24016000e-06,-3.87500000e-02,3.26250000e+00,1,0,0,0,0,0,0,0
6.24416000e-06,-1.59375000e-02,3.31343750e+00,1,0,0,0,0,0,0,0
6.24816000e-06,1.85312500e-01,3.26343750e+00,1,0,0,0,0,0,0,0
6.25216000e-06,1.19687500e-01,2.85718750e+00,1,0,0,0,0,0,0,0
6.25616000e-06,-1.61875000e-01,1.30156250e+00,0,0,0,1,0,0,0,0
6.26016000e-06,1.69375000e-01,-2.25000000e-02,0,0,0,1,0,0,0,0
6.26416000e-06,1.03125000e-02,-2.00000000e-02,0,0,0,1,0,0,0,0
6.26816000e-06,-3.31250000e-01,5.99062500e-01,0,0,0,1,0,0,0,0
6.27216000e-06,1.80000000e-01,2.47500000e-01,0,0,0,1,0,0,0,0
6.27616000e-06,4.96875000e-02,3.00281250e+00,0,0,0,1,0,0,0,0
6.28016000e-06,-2.39687500e-01,3.40406250e+00,0,0,0,1,0,0,0,0
6.28416000e-06,3.28125000e-02,3.47875000e+00,0,0,0,1,0,0,0,0
6.28816000e-06,2.47500000e-01,2.76468750e+00,0,0,0,1,0,0,0,0
6.29216000e-06,-3.14062500e-01,2.91031250e+00,0,0,0,1,0,0,0,0
6.29616000e-06,9.18750000e-02,6.25000000e-04,1,0,0,0,0,0,0,0
6.30016000e-06,-1.90625000e-02,7.81250000e-02,1,0,0,0,0,0,0,0
6.30416000e-06,-3.03437500e-01,3.22187500e-01,1,0,0,0,0,0,0,0
6.30816000e-06,9.37500000e-03,4.35625000e-01,1,0,0,0,0,0,0,0
6.31216000e-06,1.99687500e-01,2.19625000e+00,1,0,0,0,0,0,0,0
6.31616000e-06,-2.25000000e-01,3.44593750e+00,1,0,0,0,0,0,0,0
6.32016000e-06,8.59375000e-02,3.38125000e+00,1,0,0,0,0,0,0,0
6.32416000e-06,3.72812500e-01,2.78062500e+00,1,0,0,0,0,0,0,0
6.32816000e-06,-1.96562500e-01,3.16750000e+00,1,0,0,0,0,0,0,0
6.33216000e-06,7.18750000e-03,1.21250000e-01,0,0,0,1,0,0,0,0
6.33616000e-06,1.83437500e-01,4.68750000e-02,0,0,0,1,0,0,0,0
6.34016000e-06,9.37500000e-04,-2.40625000e-02,0,0,0,1,0,0,0,0
6.34416000e-06,-1.14375000e-01,5.84687500e-01,0,0,0,1,0,0,0,0
6.34816000e-06,3.17187500e-01,9.92500000e-01,0,0,0,1,0,0,0,0
6.35216000e-06,-1.30937500e-01,3.33468750e+00,0,0,0,1,0,0,0,0
6.35616000e-06,6.18750000e-02,3.33218750e+00,0,0,0,1,0,0,0,0
6.36016000e-06,3.89062500e-01,2.93000000e+00,0,0,0,1,0,0,0,0
6.36416000e-06,1.87500000e-02,2.96968750e+00,0,0,0,1,0,0,0,0
6.36816000e-06,-1.43750000e-02,6.02187500e-01,1,0,0,0,0,0,0,0
6.37216000e-06,2.98125000e-01,-9.50000000e-02,1,0,0,0,0,0,0,0
6.37616000e-06,1.31562500e-01,-8.06250000e-02,1,0,0,0,0,0,0,0
6.38016000e-06,-2.25937500e-01,6.52187500e-01,1,0,0,0,0,0,0,0
6.38416000e-06,3.60625000e-01,1.48437500e-01,1,0,0,0,0,0,0,0
6.38816000e-06,-1.68750000e-02,3.23062500e+00,1,0,0,0,0,0,0,0
6.39216000e-06,-2.62500000e-02,3.32250000e+00,1,0,0,0,0,0,0,0
6.39616000e-06,1.95312500e-01,3.27031250e+00,1,0,0,0,0,0,0,0
6.40016000e-06,1.16250000e-01,2.84468750e+00,1,0,0,0,0,0,0,0
6.40416000e-06,-1.50312500e-01,1.47125000e+00,0,0,0,1,0,0,0,0
6.40816000e-06,1.75625000e-01,-4.18750000e-02,0,0,0,1,0,0,0,0
6.41216000e-06,-1.96875000e-02,-1.15625000e-02,0,0,0,1,0,0,0,0
6.41616000e-06,-3.54062500e-01,5.66875000e-01,0,0,0,1,0,0,0,0
6.42016000e-06,1.33750000e-01,2.86562500e-01,0,0,0,1,0,0,0,0
6.42416000e-06,7.06250000e-02,2.90312500e+00,0,0,0,1,0,0,0,0
6.42816000e-06,-2.63750000e-01,3.42937500e+00,0,0,0,1,0,0,0,0
6.43216000e-06,5.37500000e-02,3.48312500e+00,0,0,0,1,0,0,0,0
6.43616000e-06,2.48750000e-01,2.79468750e+00,0,0,0,1,0,0,0,0
6.44016000e-06,-3.20937500e-01,3.04250000e+00,0,0,0,1,0,0,0,0
6.44416000e-06,7.50000000e-02,4.68750000e-03,1,0,0,0,0,0,0,0
6.44816000e-06,-2.93750000e-02,7.93750000e-02,1,0,0,0,0,0,0,0
6.45216000e-06,-2.56875000e-01,2.66250000e-01,1,0,0,0,0,0,0,0
6.45616000e-06,-1.65625000e-02,4.43125000e-01,1,0,0,0,0,0,0,0
6.46016000e-06,1.93437500e-01,2.21125000e+00,1,0,0,0,0,0,0,0
6.46416000e-06,-1.98750000e-01,3.42843750e+00,1,0,0,0,0,0,0,0
6.46816000e-06,5.37500000e-02,3.40375000e+00,1,0,0,0,0,0,0,0
6.47216000e-06,3.81562500e-01,2.76500000e+00,1,0,0,0,0,0,0,0
6.47616000e-06,-2.01250000e-01,3.16750000e+00,1,0,0,0,0,0,0,0
6.48016000e-06,8.43750000e-03,1.25625000e-01,0,0,0,1,0,0,0,0
6.48416000e-06,1.64062500e-01,5.06250000e-02,0,0,0,1,0,0,0,0
6.48816000e-06,1.50000000e-02,-2.00000000e-02,0,0,0,1,0,0,0,0
6.49216000e-06,-1.46250000e-01,5.77187500e-01,0,0,0,1,0,0,0,0
6.49616000e-06,3.37500000e-01,8.69687500e-01,0,0,0,1,0,0,0,0
6.50016000e-06,-1.01562500e-01,3.33156250e+00,0,0,0,1,0,0,0,0
6.50416000e-06,6.68750000e-02,3.33593750e+00,0,0,0,1,0,0,0,0
6.50816000e-06,3.78125000e-01,2.95281250e+00,0,0,0,1,0,0,0,0
6.51216000e-06,3.25000000e-02,2.95437500e+00,0,0,0,1,0,0,0,0
6.51616000e-06,-3.68750000e-02,7.39062500e-01,1,0,0,0,0,0,0,0
6.52016000e-06,2.98125000e-01,-1.14687500e-01,1,0,0,0,0,0,0,0
6.52416000e-06,6.68750000e-02,-3.81250000e-02,1,0,0,0,0,0,0,0
6.52816000e-06,-2.49687500e-01,6.47187500e-01,1,0,0,0,0,0,0,0
6.53216000e-06,3.57187500e-01,1.58437500e-01,1,0,0,0,0,0,0,0
6.53616000e-06,1.00000000e-02,3.23093750e+00,1,0,0,0,0,0,0,0
6.54016000e-06,-8.03125000e-02,3.30968750e+00,1,0,0,0,0,0,0,0
6.54416000e-06,1.48125000e-01,3.34937500e+00,1,0,0,0,0,0,0,0
6.54816000e-06,1.38437500e-01,2.82593750e+00,1,0,0,0,0,0,0,0
6.55216000e-06,-1.70000000e-01,1.57781250e+00,0,0,0,1,0,0,0,0
6.55616000e-06,1.61875000e-01,-4.96875000e-02,0,0,0,1,0,0,0,0
6.56016000e-06,-1.18750000e-02,-1.06250000e-02,0,0,0,1,0,0,0,0
6.56416000e-06,-3.57500000e-01,5.69375000e-01,0,0,0,1,0,0,0,0
6.56816000e-06,1.25937500e-01,3.12500000e-01,0,0,0,1,0,0,0,0
6.57216000e-06,6.84375000e-02,2.93312500e+00,0,0,0,1,0,0,0,0
6.57616000e-06,-2.32812500e-01,3.41812500e+00,0,0,0,1,0,0,0,0
6.58016000e-06,4.34375000e-02,3.49250000e+00,0,0,0,1,0,0,0,0
6.58416000e-06,2.65000000e-01,2.77000000e+00,0,0,0,1,0,0,0,0
6.58816000e-06,-3.28437500e-01,3.11656250e+00,0,0,0,1,0,0,0,0
6.59216000e-06,6.75000000e-02,3.78125000e-02,1,0,0,0,0,0,0,0
6.59616000e-06,-2.15625000e-02,9.12500000e-02,1,0,0,0,0,0,0,0
6.60016000e-06,-2.38437500e-01,2.51250000e-01,1,0,0,0,0,0,0,0
6.60416000e-06,-2.43750000e-02,4.56250000e-01,1,0,0,0,0,0,0,0
6.60816000e-06,2.12812500e-01,2.14375000e+00,1,0,0,0,0,0,0,0
6.61216000e-06,-1.98437500e-01,3.42593750e+00,1,0,0,0,0,0,0,0
6.61616000e-06,6.75000000e-02,3.39500000e+00,1,0,0,0,0,0,0,0
6.62016000e-06,3.90312500e-01,2.76750000e+00,1,0,0,0,0,0,0,0
6.62416000e-06,-1.75312500e-01,3.14625000e+00,1,0,0,0,0,0,0,0
6.62816000e-06,2.09375000e-02,2.19062500e-01,0,0,0,1,0,0,0,0
6.63216000e-06,2.37500000e-01,8.12500000e-03,0,0,0,1,0,0,0,0
6.63616000e-06,4.03125000e-02,-4.81250000e-02,0,0,0,1,0,0,0,0
6.64016000e-06,-1.17500000e-01,5.88437500e-01,0,0,0,1,0,0,0,0
6.64416000e-06,3.60312500e-01,7.31875000e-01,0,0,0,1,0,0,0,0
6.64816000e-06,-9.93750000e-02,3.31812500e+00,0,0,0,1,0,0,0,0
6.65216000e-06,5.31250000e-02,3.31625000e+00,0,0,0,1,0,0,0,0
6.65616000e-06,3.53437500e-01,2.98656250e+00,0,0,0,1,0,0,0,0
6.66016000e-06,4.37500000e-02,2.95187500e+00,0,0,0,1,0,0,0,0
6.66416000e-06,-5.28125000e-02,7.75625000e-01,1,0,0,0,0,0,0,0
6.66816000e-06,2.77812500e-01,-1.03437500e-01,1,0,0,0,0,0,0,0
6.67216000e-06,7.71875000e-02,-2.90625000e-02,1,0,0,0,0,0,0,0
6.67616000e-06,-2.64687500e-01,6.41875000e-01,1,0,0,0,0,0,0,0
6.68016000e-06,3.26250000e-01,1.76875000e-01,1,0,0,0,0,0,0,0
6.68416000e-06,-8.12500000e-03,3.24937500e+00,1,0,0,0,0,0,0,0
6.68816000e-06,-5.96875000e-02,3.31750000e+00,1,0,0,0,0,0,0,0
6.69216000e-06,1.55937500e-01,3.31187500e+00,1,0,0,0,0,0,0,0
6.69616000e-06,1.46562500e-01,2.81937500e+00,1,0,0,0,0,0,0,0
